,﻿achieve_1,achieve_2,achieve_3,achieve_4,achieve_5,achieve_6,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,curio_1,curio_2,curio_3,curio_4,curio_5,curio_6,curio_7,curio_8,curio_9,curio_10,curio_11,info_1,info_2,info_3,info_4,info_5,info_6,inter_d_1,inter_d_2,inter_d_3,inter_d_4,inter_d_5,inter_d_6,inter_d_7,inter_d_8,deci_1,deci_2,deci_3,deci_4,deci_5
445,3,4,0,2,3,3,3,3,3,2,3,3,2,4,3,3,3,1,4,3,4,3,4,2,2,2,2,2,2,1,2,2,3,2,3,2,1,2,3,3,4,3,3,1
446,2,1,3,3,3,2,2,3,2,3,3,2,2,4,3,3,3,3,3,3,2,2,1,4,3,1,3,2,2,4,3,3,2,3,3,2,3,1,3,2,3,3,3,2
447,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,1,3,2,2,2,1,3,2,3,2,2,3,3,2,1,3,3,3,2,3,2,3
448,3,3,4,4,2,3,2,1,2,3,3,3,2,3,3,2,2,2,2,3,3,4,3,2,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3
449,3,3,3,0,3,3,3,2,3,2,3,4,2,2,3,4,3,3,3,3,3,4,3,2,3,2,3,2,2,2,3,2,2,2,2,3,1,2,2,2,3,2,3,3
450,3,3,3,3,3,3,2,1,2,2,3,1,2,3,2,2,2,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2
451,4,4,4,3,4,4,4,4,2,2,3,1,2,4,1,2,4,2,1,4,1,2,4,2,2,0,4,0,4,0,4,4,2,3,0,1,0,1,2,3,4,4,4,4
452,4,3,2,4,3,3,2,2,3,4,4,3,2,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,3,3,1,2,2,3,3,2,3,4,1
453,4,1,3,3,3,3,1,0,1,3,3,4,2,3,3,2,3,2,4,2,2,1,1,4,2,1,2,3,2,1,3,3,3,3,4,3,4,3,3,4,3,2,4,3
454,3,2,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,3,3,3
455,3,4,3,3,3,2,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,4,4,3,3,2,3,2,2,2,3,2,1,2,2,2,3,3,3,0,3,3,4,1
456,3,2,1,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,4,1,2,3,2,1,1,3,1,3,4,3,3,3,3,3,3,2,3,2,3,3,3
457,3,3,3,3,3,3,2,3,2,3,3,1,3,3,3,2,3,3,2,3,3,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,2,2
458,4,1,3,4,3,2,2,2,1,4,3,3,4,3,2,3,4,4,3,3,2,3,2,3,4,0,2,2,3,2,2,3,3,2,4,2,3,3,0,4,0,1,4,3
459,0,2,4,3,3,4,0,0,1,3,4,4,2,1,4,3,1,2,3,4,4,3,4,4,2,0,4,0,1,1,2,3,4,4,3,4,3,2,4,3,2,4,3,3
460,3,2,3,4,3,2,4,3,3,3,3,2,2,4,3,3,2,2,3,4,3,3,2,3,3,2,2,2,2,1,3,3,1,3,2,2,1,2,3,3,3,3,3,2
461,2,1,2,1,3,2,4,3,3,4,4,2,2,1,4,2,3,3,4,3,3,3,2,3,4,3,3,2,3,2,3,3,4,4,2,3,3,3,2,1,2,0,3,1
462,4,3,1,2,2,2,4,4,2,4,2,1,3,4,2,3,3,3,2,3,4,1,4,2,2,1,2,1,2,2,1,3,3,3,1,4,3,3,3,3,3,3,4,3
463,4,3,0,3,3,4,1,0,3,1,2,3,3,2,3,3,0,3,2,3,2,4,3,3,2,2,3,2,4,3,3,4,4,2,4,3,3,3,2,3,3,2,4,1
464,2,3,3,3,2,2,1,4,2,4,4,2,3,4,3,3,3,3,1,3,1,3,1,1,2,1,2,1,3,2,4,3,0,3,3,4,3,3,3,4,3,3,3,4
465,3,3,1,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,2,1,3,3,3,1,1,3,2
466,3,2,2,1,2,3,3,3,3,3,4,2,3,4,3,3,2,3,2,4,3,3,2,3,2,2,2,2,2,3,2,2,3,3,1,2,2,2,3,4,3,2,4,3
467,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,2,3,2,4,3,3,2,3,2,2,2,1,2,2,1,2,4,4,4,4,2,1,3,2,4,3,3,3,4
468,4,4,3,2,3,2,2,0,3,4,4,2,2,3,3,3,3,2,4,2,3,3,4,4,2,2,3,2,2,1,2,3,1,3,2,3,4,3,3,2,1,2,4,2
469,3,3,4,3,3,3,1,4,3,1,3,4,3,3,3,3,3,3,3,3,2,2,3,4,3,1,1,1,1,2,3,3,3,3,3,2,1,2,2,4,2,3,3,3
470,3,2,2,1,4,3,1,3,1,2,4,0,2,4,4,4,4,4,4,1,4,2,2,3,4,2,4,1,4,1,4,4,3,4,3,3,3,3,3,1,2,2,1,0
471,4,3,4,4,3,2,2,3,2,1,3,4,3,4,4,2,4,2,4,3,3,2,2,2,4,2,1,4,0,1,1,2,4,1,4,3,2,3,3,1,3,3,2,2
472,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1,3,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,2,2,1,3,3
473,3,2,1,2,4,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,4,2,2,3,3,1,1,2,3,1,2
474,2,1,1,1,3,2,3,4,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,1,3,1,1,3,2,2,2,3,3,4,3,4,4,1,4,4,3,3,2,2
475,3,3,3,2,2,3,3,1,2,3,3,2,2,2,2,2,2,3,4,3,4,4,2,4,3,2,2,2,3,2,3,3,3,4,2,3,2,3,2,2,2,2,3,4
476,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,4,3,3,2,3,4,3,2,2,2,2,2,3,3,2,3,3,2,3,3,3,2,2,2,2,2
477,3,3,3,3,2,2,2,2,3,2,2,3,3,3,4,4,4,2,3,2,2,4,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,3
478,4,2,4,4,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,4,4,2,2,0,4,0,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4
479,3,3,3,3,3,3,1,1,3,1,4,2,2,4,4,2,3,3,3,3,3,2,3,3,3,1,2,2,2,2,3,4,4,2,3,2,2,2,3,4,1,3,4,2
480,3,3,3,2,3,3,3,3,3,2,3,3,2,4,3,3,3,3,3,3,2,3,3,3,1,2,1,3,4,1,2,3,3,3,3,3,1,3,2,2,2,3,3,3
481,2,2,3,2,2,2,3,2,2,2,4,1,2,2,3,3,3,3,3,1,1,3,4,3,2,1,3,3,3,4,4,3,4,3,4,3,2,4,3,3,2,3,4,1
482,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,1,2,2,1,2
483,4,3,3,4,3,3,3,2,3,3,3,1,1,4,3,3,3,3,3,3,3,3,2,3,3,1,1,2,3,3,2,3,2,3,3,2,2,3,2,2,2,3,3,3
484,2,3,3,3,4,2,4,4,1,4,2,2,4,4,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,4,3,2,2,2,2,2,2,2,2,0,2,2,3,2
485,3,4,3,2,4,3,2,3,3,1,4,3,2,3,1,1,1,2,4,4,1,1,4,4,1,1,2,3,2,3,3,4,4,3,4,2,3,3,3,3,2,3,2,3
486,4,4,3,4,3,3,1,4,2,3,3,3,2,3,1,2,3,3,3,1,3,3,1,3,3,1,2,3,3,1,2,4,4,4,4,3,4,3,1,3,0,3,1,3
487,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,2,2,3,1,4,3,3,3,3,3,2,3,3,2,1,1,1,3
488,3,2,2,2,4,3,2,2,4,2,3,2,3,3,3,3,3,2,3,3,3,3,3,4,2,1,2,2,2,3,2,4,2,3,4,2,3,3,2,3,2,2,4,2
489,4,3,3,3,3,2,2,2,3,4,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,2,3,2,3,2,2,3,3
490,4,2,3,3,4,3,1,3,2,3,3,4,3,3,2,2,2,3,4,3,2,4,2,2,4,2,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,1,2,2
491,4,3,2,1,3,2,2,2,3,3,3,2,3,3,4,3,4,3,3,3,4,2,3,3,3,1,3,2,2,3,2,2,2,3,3,2,2,3,3,1,3,3,3,3
492,3,2,3,0,4,1,4,4,4,1,4,1,4,4,4,4,4,2,1,4,1,3,4,1,2,0,3,0,2,1,4,4,3,3,3,3,3,2,2,3,3,3,3,4
493,4,4,3,4,3,3,2,0,3,0,1,1,2,1,2,2,2,2,3,4,3,3,1,3,1,1,4,1,4,1,4,4,4,4,4,3,2,4,4,4,3,3,4,3
494,4,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
495,1,2,2,2,3,2,2,3,2,3,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,1,3,2,3,2,2,3,3
496,3,4,3,3,3,1,3,4,3,1,4,3,3,4,3,3,3,3,1,3,3,3,2,3,3,1,2,3,2,1,3,3,3,3,3,3,2,3,3,2,1,4,1,3
497,3,2,2,1,3,4,2,4,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,3,4,1,2,3,1,2,3,2,3,2,3,3,0,1,3,4,4,3,4,2
498,3,3,3,3,2,3,4,3,2,3,3,3,2,2,3,3,3,2,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,2,2,3,3,2,2,3,4
499,3,3,3,3,3,3,3,1,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,2,3,2,1,2,2,2,2,3,3,3,3,3,2,3,2,4,3,3,4,1
500,4,2,2,2,2,2,3,3,3,3,2,4,2,3,4,4,4,2,3,2,2,4,4,3,1,1,1,2,3,1,2,4,4,3,4,2,2,2,2,3,3,3,3,3
501,3,3,2,3,3,3,1,3,3,4,4,1,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,2,2,3,3,4,4,4,3,1,3,2,0,1,1,0,2,2
502,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,4,4,3,3,3,3,3,2,2,2,3,3
503,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,4,3,1,2,2,3,1,3,3,3,3,3,3,3,3,3,2,1,1,3,3
504,3,3,3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,1,2,3,3,2
505,1,2,4,4,3,3,4,4,4,3,4,3,2,4,4,4,4,3,1,1,2,3,4,3,2,2,1,3,0,1,3,4,4,2,4,3,1,2,4,2,0,1,3,2
506,4,3,2,2,4,4,4,2,3,4,4,4,2,4,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,4,4,4,3,3,4,3,3,4,1,1,4,3
507,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,3
508,3,2,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,1
509,4,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,4,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3
510,3,2,2,4,3,4,3,3,3,3,3,3,3,2,3,3,2,4,3,4,3,3,3,3,3,4,3,3,3,2,3,2,1,2,1,2,3,2,2,1,4,3,1,2
511,4,3,3,2,3,2,4,3,3,2,3,2,3,2,2,4,3,3,3,3,3,3,4,2,2,2,3,2,3,1,2,3,4,1,2,2,2,3,1,2,4,4,3,4
512,3,2,3,2,3,4,3,4,3,3,3,3,2,1,2,2,4,4,4,3,2,3,3,4,3,1,2,1,2,3,1,4,4,3,4,2,4,4,3,1,2,1,0,4
513,4,3,1,3,3,2,2,4,4,4,4,2,4,4,2,3,3,2,4,3,4,3,1,4,2,1,2,2,2,1,3,2,3,3,2,3,4,2,3,2,2,3,2,2
514,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,2,1,3,2,1,3,3,2,3,3,2,3,3,3,3,1,3,3,2,4,4,3,3,3,4,4,3
515,3,3,3,2,2,3,3,2,2,2,4,2,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
516,4,4,3,3,4,2,3,0,2,3,4,3,3,2,2,1,2,3,4,4,0,3,4,4,2,0,3,0,2,3,4,3,4,3,4,4,1,2,3,1,4,4,3,2
517,4,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,2,2,3,3,2,3,3,3,1,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3
518,4,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,1,2,3,1,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3
519,4,3,4,4,2,4,1,1,2,4,4,0,2,2,2,4,1,4,3,4,4,4,4,3,4,1,3,0,4,2,4,3,2,4,4,4,2,2,1,3,2,0,4,0
520,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3
521,2,2,2,2,3,2,3,4,3,1,2,3,3,3,3,3,3,3,4,3,3,2,3,4,3,2,2,2,2,3,2,3,0,3,3,4,4,3,4,3,2,3,2,3
522,2,2,3,3,3,2,3,2,3,4,3,0,2,3,2,2,3,2,3,3,3,3,1,4,3,1,1,2,3,3,4,3,3,3,3,4,3,3,4,2,3,4,3,3
523,3,4,3,3,3,3,1,3,2,1,1,2,0,1,2,3,3,3,3,1,2,2,3,4,3,1,4,3,4,2,4,2,4,3,4,2,2,4,4,4,2,4,4,3
524,2,3,2,2,3,2,3,2,3,3,3,3,3,3,4,2,2,4,3,4,4,4,4,3,4,3,1,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4
525,4,4,1,4,4,4,3,4,4,4,0,4,4,1,3,3,3,4,4,4,3,3,2,3,4,4,1,1,3,3,1,3,4,0,0,1,2,2,3,1,3,2,4,0
526,4,4,0,0,4,0,0,4,0,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,0,0,4,4,0,4,4,0,4,4,4
527,4,0,4,4,0,4,0,4,0,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,0,0,0,0,0
528,4,3,4,3,4,3,2,1,4,1,1,4,4,3,3,3,1,4,2,4,4,3,4,2,2,2,2,1,2,1,3,4,4,2,4,0,1,3,3,4,2,1,4,4
529,4,2,3,4,3,3,4,3,3,3,4,2,4,2,3,2,4,3,4,2,1,3,4,1,3,1,1,3,2,1,2,4,0,4,3,4,2,3,4,3,1,2,3,3
530,4,2,3,4,3,3,4,3,3,3,4,2,4,2,3,2,4,3,4,2,1,3,4,1,3,1,1,3,2,1,2,4,0,4,3,4,2,3,4,3,1,2,3,3
531,2,3,3,4,3,3,3,3,3,3,4,2,3,2,3,3,3,3,3,3,4,4,2,4,4,2,2,1,1,4,2,3,3,3,2,2,3,3,2,2,3,3,1,1
532,3,2,2,2,2,2,2,3,3,4,4,3,3,4,2,2,3,2,3,4,2,1,4,2,2,1,2,1,2,3,4,3,4,3,4,2,4,3,2,3,3,3,3,4
533,2,1,1,1,3,1,3,4,4,4,4,4,2,4,4,3,4,3,4,4,3,2,1,4,4,2,3,4,2,3,3,2,4,2,4,1,1,2,1,3,3,3,2,1
534,4,2,3,3,4,3,3,2,4,4,4,3,2,3,4,4,4,4,4,4,2,0,2,4,1,2,2,3,3,3,2,4,3,3,3,2,1,2,2,1,1,2,2,2
535,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2
536,2,3,3,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,4,3,2,2,3,4,2,2,1,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3
537,3,3,2,3,3,3,4,3,2,3,3,3,3,2,3,4,4,2,3,4,2,3,2,2,2,3,3,3,3,3,3,2,4,2,2,4,2,4,3,1,3,1,1,2
538,2,3,3,4,2,2,3,2,3,3,1,2,3,3,4,3,3,3,2,3,2,3,2,3,2,1,2,2,3,2,3,4,3,3,4,3,4,2,2,4,3,3,4,2
539,2,2,2,2,3,3,2,2,2,4,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3
540,4,3,4,3,3,3,1,4,3,4,4,3,2,3,3,3,3,2,4,4,2,4,4,4,2,1,1,0,1,1,3,3,1,1,3,1,1,4,2,3,3,4,4,4
541,4,2,2,3,2,2,2,2,2,3,4,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,4,4,4,3,3,2,3,3,3,3,4,3,3
542,3,1,3,4,2,3,0,2,1,4,2,3,0,4,3,3,3,4,3,4,3,4,4,4,3,2,2,3,3,3,3,4,3,2,4,3,3,3,3,1,1,1,4,2
543,2,3,4,3,3,2,2,4,3,2,4,3,3,3,3,3,3,3,4,4,3,2,2,4,3,2,2,2,2,1,4,3,1,4,3,4,2,3,3,3,1,1,1,4
544,3,2,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,4,3,3,3,3,3,2,2,2,2,1
545,3,2,3,2,3,2,3,1,3,2,4,3,3,3,3,3,3,3,3,2,4,3,2,1,3,2,1,1,3,4,3,3,3,2,3,3,3,3,3,3,3,4,4,3
546,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,2,3,3,2,4,3,2,2,3,4,2,1,3,2,2,3,2
547,4,3,4,4,4,3,1,3,3,3,3,2,3,4,3,4,0,3,1,3,3,2,3,3,3,2,2,3,4,3,1,4,3,3,3,2,4,3,3,0,2,3,3,1
548,1,2,3,3,3,3,3,3,2,3,3,4,3,4,3,2,3,3,3,3,1,4,4,3,2,1,2,1,2,3,3,4,3,3,3,3,3,3,3,4,2,3,3,1
549,2,2,2,3,3,3,3,4,3,3,4,2,1,4,4,3,3,2,4,3,3,4,3,4,4,2,2,1,2,3,3,2,2,2,3,3,1,3,2,3,3,2,3,3
550,3,3,3,3,3,1,2,4,3,3,4,2,2,4,3,3,3,3,4,3,4,3,3,4,2,1,2,4,2,1,3,3,4,3,3,2,3,2,2,2,2,2,2,3
551,3,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,4,3,3,3,3,3,1,3,2,2,3,3,3,2,3,4,4,3,4,3,1,2,3,3,3,4,3,3
552,4,4,3,2,2,3,2,1,1,1,2,4,3,3,3,2,2,3,3,2,4,2,4,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,3,2,2,2,3
553,3,3,3,1,3,3,3,3,3,2,3,1,2,3,2,3,3,4,3,4,2,1,2,3,4,0,2,3,4,0,4,4,3,4,2,3,3,4,3,3,3,3,2,4
554,3,2,4,1,2,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,2,3,1,3,1,3,3,3,3,2,4,4,3,4,4,3,4,3,3,3,4,4,3
555,3,3,3,3,3,2,3,2,3,2,3,2,4,3,3,3,3,4,3,2,2,4,4,3,2,1,3,1,2,2,3,3,3,3,3,2,3,3,3,3,4,2,3,3
556,4,2,3,2,3,3,2,3,3,2,3,2,2,3,4,4,3,2,2,3,3,3,3,1,4,3,2,2,2,3,2,4,1,4,4,4,2,3,3,3,3,2,3,3
557,3,3,3,2,3,2,3,2,4,4,3,2,3,3,3,3,3,3,3,4,2,4,3,3,3,2,2,1,1,1,3,3,3,3,3,2,3,4,3,3,2,3,3,3
558,2,2,3,3,4,3,3,2,4,4,4,3,3,4,3,4,4,4,4,4,2,2,3,4,2,0,1,3,2,0,3,3,3,3,2,2,0,4,3,2,1,4,3,3
559,2,3,2,2,2,4,2,2,1,3,4,0,4,2,4,4,4,4,2,4,4,2,2,2,4,2,3,2,4,2,3,2,2,2,2,4,2,1,4,4,4,4,4,2
560,4,2,2,2,3,3,3,3,2,4,4,2,2,3,4,4,4,4,2,4,4,4,3,2,4,1,1,3,2,2,4,2,3,3,2,2,3,3,3,3,1,3,1,2
561,3,3,3,1,3,3,3,4,3,3,3,3,3,2,3,4,3,4,3,3,3,1,3,4,3,3,3,4,3,3,3,3,4,3,1,3,3,4,1,2,3,1,1,0
562,4,3,4,4,4,3,3,2,2,3,2,1,2,2,4,4,4,4,2,2,2,2,2,3,2,2,4,1,3,0,4,2,3,4,2,2,2,4,4,4,3,2,3,4
563,4,2,3,2,2,2,3,2,2,0,1,3,3,3,4,3,3,3,3,4,3,2,3,3,3,2,2,2,2,2,3,4,3,4,3,3,4,1,3,4,3,4,4,4
564,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,2,3,4,2,2,3,3,4,2,2,2,3,2,3,3,3,2,2,1,3,4,2,2,3,4,1,3,3
565,2,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,3,4,4,4,4,4,3,4,3,3,2,2,2,4,2,3,3,3,3,3,2,3,3,1,3,3,2,3
566,3,4,2,2,3,4,4,3,2,4,4,1,3,4,3,2,2,2,2,4,2,4,4,4,2,2,1,0,3,3,4,4,2,4,4,4,3,3,4,2,0,0,2,4
567,3,3,3,4,4,4,2,0,2,3,3,1,3,2,4,3,3,3,3,3,3,3,3,4,4,1,2,4,2,4,4,4,4,2,4,1,2,3,1,3,2,1,3,3
568,3,3,3,3,3,2,3,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,2,3,3,2,3,1,1,3,3,4,3,4,3,2,3,2,3,2,4,3,1
569,4,2,4,3,2,2,3,4,3,3,3,4,3,3,2,2,2,3,2,4,3,2,2,4,4,1,2,0,2,3,4,2,3,3,4,1,1,4,2,3,4,4,3,4
570,2,1,3,0,1,2,1,3,1,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,1,1,2,3,4,4,1,3,3,3,4,3,1,3,3,4,4,4,4,1
571,4,3,3,4,2,3,2,2,3,1,4,4,3,3,4,4,4,4,2,3,3,3,3,3,4,1,1,3,3,2,4,2,1,2,2,2,1,2,3,4,3,3,4,3
572,4,4,3,4,4,3,4,2,4,1,3,3,4,4,2,2,2,4,2,2,1,2,4,2,2,2,4,1,4,3,2,3,2,2,3,4,3,2,2,3,1,4,3,4
573,3,2,3,2,3,4,3,3,3,3,3,4,3,4,4,3,3,3,2,3,2,2,3,2,2,2,2,1,2,2,2,4,1,4,3,3,4,2,4,4,4,4,1,3
574,4,2,3,2,2,2,3,1,1,3,3,0,3,4,3,3,2,3,3,4,2,4,3,4,3,2,3,2,3,1,4,4,3,4,3,3,4,2,2,3,4,4,3,3
575,4,1,2,1,4,2,0,3,2,3,4,0,3,4,3,2,4,3,3,2,4,4,4,2,4,0,1,3,3,2,4,4,4,4,4,4,2,4,3,2,2,4,4,2
576,4,2,3,2,3,2,3,2,3,3,3,2,2,3,4,4,4,2,2,3,3,3,3,2,3,1,2,3,2,1,3,4,4,3,4,3,3,4,2,3,2,2,4,4
577,4,2,2,2,3,3,3,2,3,3,3,4,3,2,2,2,3,2,3,3,2,3,3,3,2,2,4,3,4,2,3,4,2,4,4,4,3,4,3,2,2,3,3,1
578,3,2,2,3,3,3,3,2,3,3,4,4,3,3,4,3,4,2,2,3,3,4,4,3,3,2,2,2,4,3,2,3,4,3,3,2,3,3,3,2,1,3,1,2
579,3,4,2,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,4,1,1,2,1,2,3,2,2,1,2,2,1,2
580,3,3,3,1,4,3,2,3,4,3,4,4,4,3,4,4,3,3,3,3,4,2,3,3,4,2,2,3,2,1,1,3,4,2,4,4,3,2,3,0,1,3,1,3
581,3,3,3,3,4,2,3,4,3,4,3,3,4,3,4,4,4,4,0,4,4,0,3,3,4,4,1,0,2,3,3,3,1,3,3,2,3,3,2,3,1,3,3,3
582,4,3,3,3,3,3,0,4,3,3,4,0,4,4,4,4,4,4,4,3,3,3,4,1,2,2,1,1,2,2,1,4,3,3,4,3,3,3,2,3,3,3,2,3
583,2,2,1,2,3,2,3,4,2,4,4,2,3,4,4,4,3,2,3,4,3,2,4,2,0,1,3,4,3,3,3,4,1,4,4,3,2,3,4,3,3,2,3,3
584,4,3,3,1,3,3,3,4,3,4,2,4,2,4,4,3,4,2,3,4,3,4,1,3,2,1,2,2,3,1,3,3,3,2,3,2,3,4,2,3,3,3,4,2
585,2,3,4,2,3,3,1,0,2,4,4,0,4,4,1,2,2,1,4,2,2,3,1,4,4,2,2,3,4,4,3,3,3,4,4,4,3,4,3,3,3,4,3,4
586,3,3,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,1,2,2,2,2,3,3,2,2,3,4,3,4,3,3,3,3,4,3,4,4,3
587,4,2,0,4,3,2,3,3,2,2,4,4,2,3,4,2,3,2,4,2,4,2,4,4,4,2,2,2,2,2,1,4,4,2,2,2,2,4,2,4,4,4,4,3
588,4,3,1,1,3,3,2,3,2,4,4,0,4,4,3,3,4,3,4,4,3,4,3,4,4,2,1,2,3,3,4,2,3,3,2,2,1,2,2,4,3,3,4,2
589,3,3,4,3,4,3,3,1,4,4,4,1,3,3,3,3,3,2,3,3,3,2,3,3,4,2,2,2,2,2,2,4,4,4,3,4,2,4,1,3,2,1,2,4
590,3,2,1,4,3,3,2,4,1,3,3,2,1,3,3,4,2,4,2,2,4,3,4,3,2,3,1,1,2,1,3,4,3,4,4,4,4,3,3,4,3,3,4,3
591,3,3,4,4,3,1,4,4,2,4,2,4,2,4,4,3,4,4,4,4,4,2,4,4,0,2,0,1,4,4,4,1,2,3,0,4,1,2,4,4,2,1,4,2
592,3,2,4,2,3,2,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,2,3,4,4,2,2,2,3,4,3,2,1,2,2,1,1,3,1,3,3,3,3,2
593,4,4,2,2,2,3,4,2,2,3,4,3,2,4,4,4,3,2,3,3,3,3,3,3,3,1,2,1,4,1,2,3,4,3,3,2,3,3,3,4,3,3,3,3
594,4,2,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,2,3,2,4,3,2,4,3
595,4,2,0,2,3,2,1,4,3,1,3,1,3,4,3,3,3,4,3,3,3,3,4,3,3,2,2,2,3,1,4,4,4,3,4,2,4,3,2,4,2,4,4,4
596,3,2,3,3,3,3,2,2,2,4,3,2,3,4,4,2,3,2,4,4,4,2,3,4,4,0,2,2,1,1,3,4,4,4,4,4,2,2,4,3,2,3,2,4
